3027,50,8,229,5,5,0.1956
3027,50,8,448,5,10,0.514333333333
3027,50,8,603,5,15,0.7002
3027,50,8,706,5,20,0.800033333333
3027,50,8,800,5,25,0.855366666667
3027,50,8,917,5,30,0.894533333333
3027,50,8,1044,5,35,0.912266666667
3027,50,8,1114,5,40,0.929433333333
3027,50,8,1164,5,45,0.939866666667
3027,50,8,1263,5,50,0.948633333333
3027,50,8,1254,5,55,0.951333333333
3027,50,8,239,6,5,0.2215
3027,50,8,414,6,10,0.5702
3027,50,8,565,6,15,0.740366666667
3027,50,8,678,6,20,0.834433333333
3027,50,8,816,6,25,0.878466666667
3027,50,8,924,6,30,0.907733333333
3027,50,8,1023,6,35,0.9276
3027,50,8,1112,6,40,0.939433333333
3027,50,8,1214,6,45,0.948133333333
3027,50,8,1247,6,50,0.954333333333
3027,50,8,1249,6,55,0.955666666667
3027,50,8,248,7,5,0.234433333333
3027,50,8,418,7,10,0.593333333333
3027,50,8,602,7,15,0.765566666667
3027,50,8,725,7,20,0.846066666667
3027,50,8,838,7,25,0.8875
3027,50,8,956,7,30,0.915433333333
3027,50,8,1030,7,35,0.932533333333
3027,50,8,1101,7,40,0.945233333333
3027,50,8,1276,7,45,0.9497
3027,50,8,1308,7,50,0.958633333333
3027,50,8,1281,7,55,0.9579
3027,50,8,250,10,5,0.248966666667
3027,50,8,432,10,10,0.611366666667
3027,50,8,596,10,15,0.771533333333
3027,50,8,721,10,20,0.851733333333
3027,50,8,831,10,25,0.8945
3027,50,8,923,10,30,0.9186
3027,50,8,1022,10,35,0.933
3027,50,8,1162,10,40,0.942533333333
3027,50,8,1207,10,45,0.9529
3027,50,8,1272,10,50,0.961
3027,50,8,1338,10,55,0.959166666667
3027,50,8,248,12,5,0.250766666667
3027,50,8,426,12,10,0.616066666667
3027,50,8,582,12,15,0.774266666667
3027,50,8,704,12,20,0.8506
3027,50,8,860,12,25,0.8906
3027,50,8,968,12,30,0.9198
3027,50,8,1030,12,35,0.935233333333
3027,50,8,1121,12,40,0.9476
3027,50,8,1199,12,45,0.954566666667
3027,50,8,1319,12,50,0.959233333333
3027,50,8,1298,12,55,0.958733333333
3441,100,8,383,5,10,0.5245
3441,100,8,663,5,20,0.8054
3441,100,8,880,5,30,0.8975
