2498,25,8,325,5,8,0.401366666667
2498,25,8,369,5,9,0.459233333333
2498,25,8,400,5,10,0.5169
2498,25,8,437,5,11,0.570066666667
2498,25,8,459,5,12,0.607466666667
2498,25,8,495,5,13,0.642933333333
2498,25,8,514,5,14,0.679266666667
2498,25,8,533,5,15,0.703
2498,25,8,560,5,16,0.721833333333
2498,25,8,337,6,8,0.4507
2498,25,8,370,6,9,0.510266666667
2498,25,8,401,6,10,0.567766666667
2498,25,8,440,6,11,0.616966666667
2498,25,8,463,6,12,0.648566666667
2498,25,8,491,6,13,0.6769
2498,25,8,524,6,14,0.7155
2498,25,8,547,6,15,0.743866666667
2498,25,8,572,6,16,0.760466666667
2498,25,8,349,7,8,0.478333333333
2498,25,8,374,7,9,0.5386
2498,25,8,406,7,10,0.5914
2498,25,8,438,7,11,0.6395
2498,25,8,467,7,12,0.6755
2498,25,8,501,7,13,0.702133333333
2498,25,8,527,7,14,0.7351
2498,25,8,561,7,15,0.763666666667
2498,25,8,581,7,16,0.781166666667
2498,25,8,344,10,8,0.5018
2498,25,8,380,10,9,0.5594
2498,25,8,410,10,10,0.6132
2498,25,8,442,10,11,0.656566666667
2498,25,8,473,10,12,0.693133333333
2498,25,8,505,10,13,0.720333333333
2498,25,8,530,10,14,0.7481
2498,25,8,559,10,15,0.771166666667
2498,25,8,584,10,16,0.791266666667
2498,25,8,344,12,8,0.490666666667
2498,25,8,380,12,9,0.559133333333
2498,25,8,417,12,10,0.614066666667
2498,25,8,443,12,11,0.6568
2498,25,8,472,12,12,0.6899
2498,25,8,504,12,13,0.725133333333
2498,25,8,531,12,14,0.75
2498,25,8,558,12,15,0.7716
2498,25,8,595,12,16,0.7937
2524,35,8,408,5,11,0.560333333333
2524,35,8,445,5,12,0.608966666667
2524,35,8,472,5,13,0.6485
2524,35,8,500,5,14,0.6788
2524,35,8,528,5,15,0.700666666667
2524,35,8,555,5,16,0.732433333333
2524,35,8,591,5,17,0.745533333333
2524,35,8,603,5,18,0.764366666667
2524,35,8,644,5,19,0.787966666667
2524,35,8,445,6,11,0.618333333333
2524,35,8,490,6,12,0.654666666667
2524,35,8,488,6,13,0.6919
2524,35,8,512,6,14,0.715266666667
2524,35,8,540,6,15,0.743866666667
2524,35,8,618,6,16,0.7643
2524,35,8,631,6,17,0.783466666667
2524,35,8,625,6,18,0.800133333333
2524,35,8,663,6,19,0.814566666667
2524,35,8,437,7,11,0.636033333333
2524,35,8,473,7,12,0.673933333333
2524,35,8,507,7,13,0.711533333333
2524,35,8,531,7,14,0.739333333333
2524,35,8,558,7,15,0.764033333333
2524,35,8,575,7,16,0.781566666667
2524,35,8,602,7,17,0.799033333333
2524,35,8,644,7,18,0.813166666667
2524,35,8,657,7,19,0.829966666667
2524,35,8,451,10,11,0.6584
2524,35,8,479,10,12,0.689333333333
2524,35,8,505,10,13,0.725366666667
2524,35,8,528,10,14,0.7491
2524,35,8,562,10,15,0.774166666667
2524,35,8,605,10,16,0.793066666667
2524,35,8,617,10,17,0.810566666667
2524,35,8,635,10,18,0.825366666667
2524,35,8,660,10,19,0.838466666667
2524,35,8,439,12,11,0.656533333333
2524,35,8,471,12,12,0.6985
2524,35,8,501,12,13,0.7248
2524,35,8,548,12,14,0.753
2524,35,8,561,12,15,0.7735
2524,35,8,646,12,16,0.792666666667
2524,35,8,609,12,17,0.806833333333
2524,35,8,646,12,18,0.8224
2524,35,8,656,12,19,0.8354
