103,3,10,10,0.223666666667
103,3,20,17,0.287
103,3,40,30,0.368
103,3,60,45,0.413666666667
103,3,80,56,0.446666666667
103,3,100,73,0.470333333333
103,3,120,84,0.489666666667
103,3,140,101,0.505
103,3,160,109,0.520666666667
103,3,180,120,0.53
103,3,200,132,0.541333333333
103,3,220,147,0.549333333333
143,4,10,11,0.233
143,4,20,18,0.298333333333
143,4,40,33,0.374333333333
143,4,60,50,0.42
143,4,80,61,0.455666666667
143,4,100,85,0.479666666667
143,4,120,88,0.500666666667
143,4,140,102,0.518
143,4,160,115,0.529666666667
143,4,180,129,0.544333333333
143,4,200,145,0.552666666667
143,4,220,159,0.564333333333
170,5,10,11,0.234
170,5,20,19,0.298
170,5,40,34,0.377333333333
170,5,60,50,0.426333333333
170,5,80,71,0.459666666667
170,5,100,77,0.486666666667
170,5,120,96,0.508666666667
