100,3,10,10,0.335
100,3,20,17,0.427666666667
100,3,40,32,0.544666666667
100,3,60,43,0.612
100,3,80,56,0.659333333333
100,3,100,71,0.693666666667
100,3,120,82,0.722666666667
100,3,140,99,0.746666666667
100,3,160,111,0.770333333333
100,3,180,120,0.785333333333
100,3,200,133,0.805333333333
100,3,220,145,0.818333333333
137,4,10,11,0.345333333333
137,4,20,19,0.443333333333
137,4,40,32,0.558333333333
137,4,60,46,0.623333333333
137,4,80,64,0.679333333333
137,4,100,75,0.712333333333
137,4,120,88,0.744666666667
137,4,140,100,0.768666666667
137,4,160,113,0.788
137,4,180,128,0.809333333333
137,4,200,144,0.822666666667
137,4,220,154,0.837666666667
171,5,10,12,0.351666666667
171,5,20,21,0.445666666667
171,5,40,36,0.566666666667
171,5,60,52,0.637333333333
171,5,80,68,0.684666666667
171,5,100,83,0.727
171,5,120,101,0.758666666667
171,5,140,114,0.780666666667
171,5,160,125,0.799333333333
171,5,180,144,0.819
171,5,200,149,0.836
171,5,220,165,0.848333333333
218,6,10,13,0.365666666667
218,6,20,21,0.463666666667
218,6,40,36,0.580333333333
218,6,60,51,0.66
218,6,80,66,0.702666666667
218,6,100,81,0.741
218,6,120,96,0.777333333333
218,6,140,114,0.801333333333
218,6,160,127,0.819
218,6,180,146,0.836
218,6,200,166,0.848666666667
218,6,220,175,0.860333333333
237,7,10,13,0.368666666667
237,7,20,21,0.470333333333
237,7,40,38,0.583333333333
237,7,60,53,0.662666666667
237,7,80,69,0.706333333333
237,7,100,85,0.747666666667
237,7,120,102,0.781333333333
237,7,140,115,0.808333333333
237,7,160,132,0.831
237,7,180,149,0.846666666667
237,7,200,164,0.860666666667
237,7,220,176,0.869666666667
274,8,10,13,0.373
274,8,20,24,0.473
274,8,40,39,0.59
274,8,60,55,0.671
274,8,80,71,0.723
274,8,100,87,0.76
274,8,120,103,0.789333333333
274,8,140,119,0.815666666667
274,8,160,137,0.840666666667
274,8,180,151,0.855
274,8,200,168,0.869333333333
274,8,220,189,0.880666666667
345,9,10,16,0.371333333333
345,9,20,28,0.478
345,9,40,59,0.593
345,9,60,73,0.678333333333
345,9,80,93,0.730666666667
345,9,100,117,0.769
345,9,120,119,0.795666666667
345,9,140,141,0.824333333333
345,9,160,166,0.844333333333
345,9,180,183,0.861
345,9,200,204,0.875
345,9,220,219,0.884666666667
343,10,10,15,0.374666666667
343,10,20,26,0.478666666667
343,10,40,42,0.592666666667
343,10,60,60,0.674666666667
343,10,80,81,0.732
343,10,100,97,0.768
343,10,120,110,0.795666666667
343,10,140,127,0.819333333333
343,10,160,144,0.843333333333
343,10,180,164,0.863
343,10,200,181,0.876666666667
343,10,220,198,0.885
711,20,10,23,0.380333333333
711,20,20,31,0.494333333333
711,20,40,53,0.623666666667
711,20,60,73,0.695333333333
711,20,80,96,0.747333333333
711,20,100,113,0.782
711,20,120,134,0.815
711,20,140,159,0.840333333333
711,20,160,184,0.863666666667
711,20,180,231,0.879
711,20,200,249,0.889666666667
711,20,220,270,0.900666666667
