1310407,50,1,323,0.606666666667
1310407,50,2,472,0.688666666667
1310407,50,3,624,0.822
1310407,50,4,758,0.879666666667
1310407,50,5,954,0.906333333333
1310407,50,6,1071,0.931666666667
1310407,50,7,1234,0.939666666667
1310407,50,8,1362,0.947333333333
1310407,50,9,1593,0.943333333333
1310407,50,10,1668,0.954
1309429,75,1,404,0.669666666667
1309429,75,2,635,0.835333333333
1309429,75,3,846,0.895666666667
1309429,75,4,1054,0.931666666667
1309429,75,5,1323,0.947
1309429,75,6,1502,0.953666666667
1309429,75,7,1721,0.971666666667
1309429,75,8,1925,0.976
1309429,75,9,2140,0.974333333333
1309429,75,10,2311,0.983
1312526,100,1,554,0.712
1312526,100,2,779,0.882333333333
1312526,100,3,1099,0.933666666667
1312526,100,4,1347,0.954666666667
1312526,100,5,1635,0.970333333333
1312526,100,6,1886,0.975666666667
1312526,100,7,2118,0.980666666667
1312526,100,8,2446,0.982
1312526,100,9,2630,0.986666666667
1312526,100,10,2854,0.988666666667
1335384,300,1,962,0.928333333333
1335384,300,2,1705,0.974666666667
1335384,300,3,2464,0.994666666667
1335384,300,4,3109,0.995333333333
1335384,300,5,3738,0.997333333333
1335384,300,6,4319,0.998
1335384,300,7,4905,0.999666666667
1335384,300,8,5321,0.999666666667
1335384,300,9,5683,1.0
1335384,300,10,6461,1.0
1358225,500,1,1307,0.967666666667
1358225,500,2,2391,0.992666666667
1358225,500,3,3517,0.997666666667
1358225,500,4,4367,0.998333333333
1358225,500,5,5298,1.0
1358225,500,6,6003,0.999666666667
1358225,500,7,6752,0.999666666667
1358225,500,8,7494,0.999666666667
1358225,500,9,8055,1.0
1358225,500,10,8937,1.0
