839,4,2,80,74,0.278333333333
839,4,2,100,87,0.311
839,4,2,120,93,0.325666666667
839,4,2,140,102,0.340666666667
839,4,2,160,113,0.358333333333
839,4,2,180,123,0.373
839,4,2,200,134,0.389
839,4,2,250,160,0.417666666667
839,4,2,300,187,0.440666666667
839,4,2,400,237,0.483
839,4,2,500,286,0.510333333333
839,4,2,600,338,0.539
839,4,2,700,388,0.562
839,4,2,800,438,0.581333333333
839,4,2,900,491,0.602
1716,4,4,80,92,0.285333333333
1716,4,4,100,104,0.326
1716,4,4,120,114,0.349
1716,4,4,140,123,0.377
1716,4,4,160,137,0.404
1716,4,4,180,146,0.433666666667
1716,4,4,200,154,0.454
1716,4,4,250,177,0.494666666667
1716,4,4,300,204,0.527333333333
1716,4,4,400,259,0.576333333333
1716,4,4,500,311,0.608666666667
1716,4,4,600,359,0.639
1716,4,4,700,414,0.660666666667
1716,4,4,800,465,0.679666666667
1716,4,4,900,516,0.699666666667
2559,4,6,80,115,0.285333333333
2559,4,6,100,129,0.326
2559,4,6,120,141,0.348333333333
2559,4,6,140,147,0.377666666667
2559,4,6,160,162,0.411
2559,4,6,180,167,0.439333333333
2559,4,6,200,178,0.463666666667
2559,4,6,250,203,0.519
2559,4,6,300,232,0.575
2559,4,6,400,284,0.644666666667
2559,4,6,500,332,0.683
2559,4,6,600,390,0.71
2559,4,6,700,442,0.732666666667
2559,4,6,800,493,0.752666666667
2559,4,6,900,545,0.77
3381,4,8,80,137,0.285333333333
3381,4,8,100,150,0.326
3381,4,8,120,163,0.348333333333
3381,4,8,140,171,0.377666666667
3381,4,8,160,180,0.410666666667
3381,4,8,180,191,0.439666666667
3381,4,8,200,201,0.464666666667
3381,4,8,250,227,0.522333333333
3381,4,8,300,253,0.58
3381,4,8,400,301,0.656333333333
3381,4,8,500,354,0.706666666667
3381,4,8,600,407,0.746333333333
3381,4,8,700,459,0.769666666667
3381,4,8,800,514,0.788
3381,4,8,900,563,0.806666666667
986,8,2,80,77,0.301666666667
986,8,2,100,90,0.338
986,8,2,120,99,0.36
986,8,2,140,110,0.380333333333
986,8,2,160,118,0.397333333333
986,8,2,180,130,0.417
986,8,2,200,139,0.433
986,8,2,250,166,0.464666666667
986,8,2,300,194,0.492333333333
986,8,2,400,246,0.541333333333
986,8,2,500,296,0.575
986,8,2,600,347,0.608666666667
986,8,2,700,403,0.634666666667
986,8,2,800,451,0.654
986,8,2,900,505,0.672
2019,8,4,80,103,0.323
2019,8,4,100,117,0.365666666667
2019,8,4,120,123,0.401666666667
2019,8,4,140,138,0.436
2019,8,4,160,146,0.457
2019,8,4,180,154,0.480666666667
2019,8,4,200,164,0.498666666667
2019,8,4,250,192,0.541
2019,8,4,300,223,0.571
2019,8,4,400,272,0.631
2019,8,4,500,323,0.672666666667
2019,8,4,600,380,0.700333333333
2019,8,4,700,431,0.726
2019,8,4,800,484,0.748333333333
2019,8,4,900,537,0.767
3168,8,6,80,133,0.323
3168,8,6,100,142,0.367
3168,8,6,120,153,0.403
3168,8,6,140,162,0.438
3168,8,6,160,171,0.468
3168,8,6,180,181,0.496
3168,8,6,200,195,0.521333333333
3168,8,6,250,219,0.574333333333
3168,8,6,300,244,0.612
3168,8,6,400,297,0.668
3168,8,6,500,354,0.712666666667
3168,8,6,600,408,0.747333333333
3168,8,6,700,458,0.776666666667
3168,8,6,800,515,0.799666666667
3168,8,6,900,564,0.817666666667
3974,8,8,80,162,0.323
3974,8,8,100,176,0.367333333333
3974,8,8,120,184,0.403666666667
3974,8,8,140,195,0.439
3974,8,8,160,203,0.469666666667
3974,8,8,180,215,0.498
3974,8,8,200,226,0.524333333333
3974,8,8,250,252,0.579333333333
3974,8,8,300,276,0.622666666667
3974,8,8,400,327,0.696
3974,8,8,500,387,0.740666666667
3974,8,8,600,434,0.772333333333
3974,8,8,700,491,0.803
3974,8,8,800,543,0.825
3974,8,8,900,600,0.840333333333
1065,10,2,80,81,0.309
1065,10,2,100,91,0.345333333333
1065,10,2,120,101,0.369333333333
1065,10,2,140,111,0.386666666667
1065,10,2,160,121,0.401
1065,10,2,180,133,0.419333333333
1065,10,2,200,144,0.430333333333
1065,10,2,250,175,0.465333333333
1065,10,2,300,200,0.493333333333
1065,10,2,400,248,0.541
1065,10,2,500,301,0.580333333333
1065,10,2,600,361,0.608
1065,10,2,700,409,0.629333333333
1065,10,2,800,465,0.651
1065,10,2,900,517,0.672333333333
2128,10,4,80,108,0.339333333333
2128,10,4,100,118,0.390666666667
2128,10,4,120,133,0.427
2128,10,4,140,142,0.458333333333
2128,10,4,160,151,0.488666666667
2128,10,4,180,160,0.509666666667
2128,10,4,200,171,0.528666666667
2128,10,4,250,198,0.565666666667
2128,10,4,300,229,0.599333333333
2128,10,4,400,284,0.648666666667
2128,10,4,500,331,0.685666666667
2128,10,4,600,391,0.718333333333
2128,10,4,700,444,0.745333333333
2128,10,4,800,500,0.767666666667
2128,10,4,900,549,0.784666666667
3213,10,6,80,143,0.341
3213,10,6,100,152,0.394666666667
3213,10,6,120,165,0.432
3213,10,6,140,172,0.471
3213,10,6,160,182,0.507666666667
3213,10,6,180,191,0.532666666667
3213,10,6,200,208,0.560333333333
3213,10,6,250,231,0.606666666667
3213,10,6,300,254,0.645333333333
3213,10,6,400,308,0.703333333333
3213,10,6,500,369,0.743333333333
3213,10,6,600,417,0.775333333333
3213,10,6,700,476,0.793333333333
3213,10,6,800,527,0.812666666667
3213,10,6,900,586,0.826333333333
4221,10,8,80,172,0.341
4221,10,8,100,186,0.394666666667
4221,10,8,120,193,0.432333333333
4221,10,8,140,205,0.470666666667
4221,10,8,160,216,0.505666666667
4221,10,8,180,229,0.533666666667
4221,10,8,200,237,0.563666666667
4221,10,8,250,259,0.619666666667
4221,10,8,300,288,0.663333333333
4221,10,8,400,342,0.733666666667
4221,10,8,500,391,0.773333333333
4221,10,8,600,449,0.804
4221,10,8,700,501,0.828333333333
4221,10,8,800,559,0.845333333333
4221,10,8,900,613,0.863666666667
1241,14,2,80,82,0.341666666667
1241,14,2,100,94,0.382
1241,14,2,120,105,0.406
1241,14,2,140,118,0.429333333333
1241,14,2,160,127,0.449666666667
1241,14,2,180,140,0.467666666667
1241,14,2,200,149,0.485
1241,14,2,250,175,0.517
1241,14,2,300,202,0.54
1241,14,2,400,257,0.587666666667
1241,14,2,500,312,0.621333333333
1241,14,2,600,364,0.648
1241,14,2,700,418,0.674666666667
1241,14,2,800,470,0.697333333333
1241,14,2,900,524,0.719666666667
2465,14,4,80,120,0.365
2465,14,4,100,130,0.412333333333
2465,14,4,120,144,0.448333333333
2465,14,4,140,154,0.48
2465,14,4,160,161,0.51
2465,14,4,180,170,0.538666666667
2465,14,4,200,181,0.559666666667
2465,14,4,250,215,0.600666666667
2465,14,4,300,241,0.636
2465,14,4,400,292,0.680333333333
2465,14,4,500,347,0.726666666667
2465,14,4,600,410,0.754
2465,14,4,700,454,0.782333333333
2465,14,4,800,519,0.799333333333
2465,14,4,900,567,0.816333333333
3776,14,6,80,162,0.368
3776,14,6,100,175,0.419666666667
3776,14,6,120,185,0.454666666667
3776,14,6,140,194,0.487666666667
3776,14,6,160,220,0.517333333333
3776,14,6,180,228,0.548
3776,14,6,200,247,0.574666666667
3776,14,6,250,294,0.629
3776,14,6,300,323,0.667333333333
3776,14,6,400,388,0.727666666667
3776,14,6,500,382,0.764666666667
3776,14,6,600,434,0.803333333333
3776,14,6,700,496,0.824666666667
3776,14,6,800,543,0.839333333333
3776,14,6,900,610,0.853333333333
4950,14,8,80,204,0.367666666667
4950,14,8,100,215,0.419666666667
4950,14,8,120,225,0.454666666667
4950,14,8,140,236,0.488666666667
4950,14,8,160,243,0.52
4950,14,8,180,250,0.550666666667
4950,14,8,200,258,0.578
4950,14,8,250,286,0.643666666667
4950,14,8,300,313,0.691333333333
4950,14,8,400,365,0.757333333333
4950,14,8,500,425,0.803
4950,14,8,600,479,0.826333333333
4950,14,8,700,533,0.848333333333
4950,14,8,800,584,0.87
4950,14,8,900,641,0.885
1424,18,2,80,89,0.332
1424,18,2,100,99,0.368333333333
1424,18,2,120,111,0.393666666667
1424,18,2,140,123,0.417666666667
1424,18,2,160,133,0.441
1424,18,2,180,143,0.456666666667
1424,18,2,200,154,0.472
1424,18,2,250,185,0.509666666667
1424,18,2,300,214,0.538333333333
